EmployeeID,Age,Attrition,BusinessTravel,Department,DistanceFromHome,Education,EducationField,EnvironmentSatisfaction,Gender,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,NumCompaniesWorkedPrevious,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,Shift,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,OverTime_encoded,AgeGroup
1095688,34,No,Travel_Rarely,Maternity,2,4,Life Sciences,4,Male,2,1,Other,3,Divorced,29064,3,No,12,3,3,1,14,3,3,7,3,5,7,0,26-35
1725110,31,No,Travel_Rarely,Maternity,9,1,Life Sciences,3,Male,3,3,Therapist,2,Divorced,111804,1,No,25,4,4,1,13,6,4,13,8,0,8,0,26-35
1563027,33,Yes,Travel_Rarely,Neurology,15,1,Medical,2,Male,3,3,Other,3,Married,142905,7,Yes,12,3,4,0,15,2,4,7,6,7,7,1,26-35
1173414,33,No,Travel_Rarely,Maternity,10,1,Medical,1,Male,1,1,Nurse,4,Divorced,35784,7,No,13,3,1,3,8,2,3,4,3,1,3,0,26-35
1188476,30,No,Travel_Rarely,Cardiology,7,1,Marketing,4,Male,3,1,Other,2,Single,31322,0,No,14,3,1,0,4,3,3,3,2,1,2,0,26-35
1204541,35,No,Travel_Rarely,Maternity,16,3,Life Sciences,4,Male,3,3,Nurse,3,Married,80136,4,Yes,12,3,3,0,10,2,3,8,7,0,0,1,26-35
1736866,31,Yes,Travel_Frequently,Maternity,20,3,Life Sciences,1,Male,3,3,Nurse,3,Married,103152,3,No,12,3,1,0,12,2,3,1,0,0,0,0,26-35
1776529,34,Yes,Travel_Frequently,Neurology,23,3,Human Resources,2,Female,3,3,Other,1,Divorced,104475,9,Yes,15,3,3,3,11,2,3,3,2,0,2,1,26-35
1489398,42,No,Travel_Frequently,Maternity,5,2,Other,2,Male,3,1,Nurse,3,Married,21977,4,No,17,3,4,1,8,4,3,2,2,2,0,0,36-45
1673608,36,No,Non-Travel,Cardiology,10,4,Medical,2,Male,3,3,Nurse,4,Single,104790,1,No,14,3,4,0,10,3,2,10,3,9,7,0,36-45
1107497,22,No,Travel_Frequently,Maternity,4,1,Technical Degree,3,Male,2,1,Nurse,3,Single,40887,5,No,16,3,3,0,4,3,3,2,2,1,2,0,18-25
1096432,48,No,Travel_Rarely,Cardiology,2,5,Marketing,2,Female,3,2,Nurse,4,Married,42536,2,No,14,3,1,1,14,2,3,9,7,6,7,0,46-55
1045162,55,No,Travel_Rarely,Cardiology,18,5,Life Sciences,1,Female,3,4,Administrative,2,Single,176768,3,No,23,4,4,0,37,2,3,10,9,7,7,0,46-55
1756239,41,No,Non-Travel,Cardiology,10,2,Life Sciences,4,Male,3,2,Nurse,4,Single,65415,7,No,14,3,4,0,16,3,3,14,3,1,10,0,36-45
1372229,35,No,Travel_Rarely,Cardiology,1,3,Marketing,2,Male,3,2,Nurse,3,Married,49529,9,No,11,3,3,0,15,2,3,11,9,6,9,0,26-35
1413753,40,No,Travel_Rarely,Neurology,6,3,Life Sciences,2,Female,3,4,Therapist,3,Single,138989,7,No,15,3,3,0,22,3,3,20,6,5,13,0,36-45
1394294,39,No,Travel_Frequently,Maternity,8,1,Life Sciences,3,Female,3,1,Nurse,3,Married,39428,1,No,11,3,1,1,8,3,3,8,3,0,7,0,36-45
1233772,31,No,Travel_Rarely,Cardiology,2,1,Life Sciences,2,Male,3,2,Nurse,4,Single,69111,4,Yes,13,3,3,0,10,2,4,6,5,0,5,1,26-35
1882668,42,No,Travel_Rarely,Maternity,24,3,Medical,4,Male,3,3,Therapist,1,Married,77763,1,Yes,21,4,4,1,10,5,2,10,9,5,8,1,36-45
1218847,45,No,Travel_Rarely,Cardiology,2,3,Other,4,Male,3,2,Nurse,2,Married,50453,0,No,19,3,2,1,9,3,4,8,7,3,7,0,36-45
1636995,26,Yes,Travel_Frequently,Neurology,17,4,Life Sciences,2,Female,3,1,Other,3,Divorced,28781,0,Yes,11,3,2,1,8,2,2,7,7,1,0,1,26-35
1780761,29,No,Travel_Rarely,Maternity,19,3,Technical Degree,4,Male,3,2,Therapist,4,Divorced,44751,4,No,12,3,2,2,8,2,4,3,2,1,2,0,26-35
1375351,33,No,Travel_Rarely,Maternity,1,5,Medical,1,Female,4,4,Administrative,3,Divorced,169932,4,No,19,3,3,1,10,2,3,6,1,0,5,0,26-35
1670281,31,No,Travel_Rarely,Cardiology,7,3,Life Sciences,3,Male,2,3,Administrative,4,Divorced,121349,9,No,21,4,3,1,10,3,2,5,4,0,1,0,26-35
1138891,18,Yes,Travel_Frequently,Cardiology,5,3,Marketing,2,Male,3,1,Other,2,Single,19719,1,Yes,14,3,4,0,0,3,3,0,0,0,0,1,18-25
1755403,40,No,Non-Travel,Cardiology,28,3,Other,3,Male,1,3,Nurse,1,Divorced,114786,3,No,15,3,3,1,20,2,3,1,0,0,1,0,36-45
1566630,41,No,Non-Travel,Maternity,2,4,Other,1,Female,2,2,Nurse,3,Single,71516,2,Yes,17,3,1,0,10,3,3,8,7,0,7,1,36-45
1777635,26,No,Travel_Rarely,Cardiology,29,2,Medical,1,Male,3,2,Nurse,3,Divorced,45213,5,No,12,3,1,2,8,5,3,0,0,0,0,0,26-35
1427912,35,No,Travel_Rarely,Cardiology,1,3,Medical,1,Female,3,2,Nurse,3,Single,51020,1,No,16,3,4,0,5,3,3,5,4,0,3,0,26-35
1884554,34,No,Travel_Rarely,Cardiology,21,4,Life Sciences,4,Male,4,2,Nurse,4,Single,56039,1,No,12,3,4,0,10,3,3,10,7,5,7,0,26-35
1335605,26,Yes,Travel_Rarely,Maternity,24,3,Technical Degree,3,Male,1,1,Nurse,4,Single,24570,1,Yes,18,3,2,0,1,3,1,1,0,0,0,1,26-35
1361476,37,No,Travel_Rarely,Neurology,1,3,Technical Degree,2,Female,3,3,Therapist,4,Single,78656,4,No,17,3,4,0,12,3,4,6,5,1,2,0,36-45
1057253,46,No,Travel_Frequently,Maternity,18,1,Medical,1,Female,3,3,Nurse,3,Married,110534,5,No,11,3,4,0,28,3,2,2,2,1,2,0,46-55
1617735,41,No,Travel_Rarely,Cardiology,2,5,Life Sciences,2,Female,3,4,Administrative,1,Married,174248,7,No,16,3,2,1,22,2,3,18,16,11,8,0,36-45
1037353,37,No,Non-Travel,Cardiology,9,4,Medical,1,Male,3,3,Nurse,2,Divorced,92757,1,No,13,3,4,1,9,6,3,9,5,7,7,0,36-45
1455020,52,No,Travel_Rarely,Maternity,6,2,Technical Degree,4,Male,3,2,Other,1,Divorced,58559,3,Yes,12,3,2,2,18,3,3,10,9,6,9,1,46-55
1689256,32,No,Non-Travel,Cardiology,11,4,Other,4,Male,4,2,Nurse,3,Married,49424,8,No,12,3,4,0,6,2,3,4,2,1,2,0,26-35
1793245,24,No,Travel_Frequently,Cardiology,24,3,Medical,4,Male,3,1,Other,4,Married,25200,0,No,13,3,3,2,3,3,3,2,2,2,1,0,18-25
1267131,38,No,Travel_Rarely,Maternity,10,3,Medical,3,Female,3,2,Nurse,3,Married,103152,3,No,19,3,3,1,18,4,3,1,0,0,0,0,36-45
1105684,37,No,Travel_Rarely,Neurology,1,4,Life Sciences,2,Female,3,2,Therapist,2,Married,67694,6,No,12,3,2,1,8,2,2,6,5,4,3,0,36-45
1206385,49,No,Travel_Rarely,Maternity,18,4,Life Sciences,4,Male,2,5,Administrative,3,Divorced,204771,1,Yes,17,3,3,1,31,5,3,31,9,0,9,1,46-55
1487282,24,No,Travel_Rarely,Maternity,23,3,Medical,2,Male,4,1,Other,4,Married,28613,1,Yes,11,3,2,2,6,3,3,6,5,1,4,1,18-25
1295289,26,No,Travel_Rarely,Cardiology,28,2,Marketing,1,Male,3,2,Nurse,2,Married,65856,1,No,20,4,4,2,6,5,4,5,3,1,4,0,26-35
1875209,24,No,Travel_Rarely,Maternity,17,2,Other,4,Male,2,1,Nurse,2,Married,22334,1,No,21,4,4,1,1,2,3,1,0,0,0,0,18-25
1079394,50,No,Travel_Frequently,Neurology,3,3,Medical,1,Male,3,5,Administrative,2,Married,191100,1,No,11,3,3,1,32,2,3,32,5,10,7,0,46-55
1353559,25,No,Travel_Rarely,Cardiology,13,1,Medical,2,Male,3,1,Other,3,Married,22008,1,No,11,3,3,0,7,1,3,7,4,0,6,0,18-25
1119549,24,Yes,Travel_Frequently,Maternity,7,3,Life Sciences,1,Female,3,1,Nurse,3,Married,30303,1,Yes,16,3,4,1,6,4,3,6,3,1,2,1,18-25
1209208,30,Yes,Travel_Frequently,Cardiology,12,4,Life Sciences,2,Male,2,1,Other,1,Married,21347,1,No,18,3,3,1,1,2,4,1,0,0,0,0,26-35
1228187,34,No,Travel_Rarely,Maternity,1,2,Life Sciences,2,Male,2,1,Other,4,Married,38031,1,Yes,13,3,4,1,6,3,3,6,5,1,3,1,26-35
1090528,31,No,Travel_Rarely,Cardiology,13,4,Medical,2,Male,3,2,Nurse,1,Divorced,44447,2,No,17,3,3,0,9,2,1,3,1,1,2,0,26-35
1665575,35,No,Travel_Rarely,Maternity,25,2,Other,1,Male,2,2,Nurse,4,Single,38651,4,No,14,3,4,0,9,3,3,3,2,0,2,0,26-35
1761086,31,No,Travel_Rarely,Cardiology,6,4,Medical,1,Male,4,2,Nurse,4,Divorced,57330,4,No,22,4,4,2,13,4,4,7,7,5,7,0,26-35
1591129,27,No,Travel_Rarely,Maternity,6,4,Medical,1,Female,2,1,Other,3,Divorced,22964,0,No,12,3,3,2,6,5,2,5,3,0,3,0,26-35
1518444,37,No,Travel_Rarely,Cardiology,2,3,Marketing,4,Male,3,2,Nurse,3,Married,100821,4,Yes,11,3,3,1,17,3,2,3,0,1,0,1,36-45
1814200,42,No,Travel_Rarely,Maternity,2,4,Life Sciences,3,Female,3,2,Nurse,4,Married,42935,1,No,13,3,2,2,10,4,3,10,2,2,2,0,36-45
1669153,43,No,Travel_Rarely,Maternity,6,4,Other,2,Male,2,4,Administrative,4,Divorced,174584,4,Yes,14,3,3,1,21,3,2,1,0,0,0,1,36-45
1668455,38,No,Travel_Rarely,Maternity,1,1,Life Sciences,3,Female,3,1,Other,1,Single,27500,3,No,17,3,4,0,8,3,2,0,0,0,0,0,36-45
1251852,43,No,Travel_Frequently,Maternity,9,5,Medical,4,Male,3,2,Nurse,3,Divorced,59630,3,Yes,13,3,2,1,10,3,3,8,7,4,7,1,36-45
1589946,48,No,Travel_Rarely,Neurology,1,4,Life Sciences,4,Female,2,4,Other,1,Married,161721,7,No,11,3,1,1,21,3,1,3,2,0,2,0,46-55
1580530,44,No,Travel_Rarely,Neurology,1,4,Life Sciences,1,Female,2,2,Other,3,Single,62843,4,No,11,3,2,0,10,1,4,2,2,0,2,0,36-45
1718961,34,No,Travel_Rarely,Cardiology,14,3,Technical Degree,3,Female,3,1,Other,3,Divorced,27080,1,Yes,18,3,4,2,8,3,3,8,2,0,6,1,26-35
1792606,27,No,Travel_Rarely,Cardiology,2,1,Marketing,3,Male,3,1,Other,1,Divorced,31931,0,No,11,3,2,1,5,3,3,4,3,0,2,0,26-35
1147261,21,No,Travel_Rarely,Cardiology,22,1,Technical Degree,3,Male,3,1,Other,3,Single,36194,1,No,11,3,3,0,3,2,3,3,2,1,2,0,18-25
1434704,44,No,Travel_Rarely,Neurology,3,4,Other,4,Male,3,5,Other,4,Married,204887,4,Yes,12,3,1,1,26,2,4,2,2,0,1,1,36-45
1794793,22,No,Travel_Rarely,Maternity,6,1,Medical,1,Male,3,1,Other,3,Married,29117,0,No,20,4,4,0,3,3,3,2,2,2,2,0,18-25
1034561,33,No,Travel_Rarely,Cardiology,8,4,Marketing,3,Male,3,2,Nurse,3,Divorced,74592,0,No,12,3,4,0,6,3,3,5,0,1,2,0,26-35
1745732,32,No,Travel_Rarely,Maternity,9,4,Life Sciences,1,Female,3,2,Other,4,Married,66381,1,Yes,12,3,4,1,6,2,2,6,4,0,5,1,26-35
1477313,30,No,Travel_Frequently,Maternity,3,3,Medical,3,Female,3,1,Other,3,Divorced,21872,1,No,20,4,3,1,1,2,3,1,0,0,0,0,26-35
1624205,53,No,Travel_Rarely,Cardiology,1,1,Medical,4,Female,3,2,Nurse,1,Single,88001,7,No,20,4,4,0,18,2,4,14,7,8,10,0,46-55
1641585,34,No,Travel_Rarely,Maternity,1,5,Life Sciences,2,Male,3,1,Other,4,Married,28256,1,No,12,3,4,1,10,4,2,10,9,8,8,0,26-35
1080875,45,Yes,Travel_Frequently,Cardiology,26,4,Life Sciences,1,Female,3,2,Nurse,1,Married,45003,2,No,14,3,4,2,5,4,3,1,1,0,0,0,36-45
1551597,26,No,Travel_Rarely,Maternity,6,3,Life Sciences,3,Female,3,1,Nurse,4,Married,27920,1,Yes,13,3,3,1,3,2,3,3,2,0,2,1,26-35
1498477,37,No,Travel_Rarely,Neurology,3,3,Other,3,Male,3,3,Therapist,3,Married,99057,1,No,15,3,3,1,10,2,3,10,7,7,8,0,36-45
1507332,29,No,Travel_Rarely,Cardiology,3,2,Medical,2,Female,3,2,Nurse,3,Married,58391,1,No,14,3,1,1,6,5,2,6,0,1,2,0,26-35
1398672,35,No,Travel_Rarely,Maternity,6,4,Life Sciences,2,Male,1,2,Other,4,Single,69783,1,No,13,3,2,0,17,3,3,17,11,11,8,0,26-35
1179356,33,No,Travel_Frequently,Maternity,6,3,Life Sciences,3,Male,3,2,Nurse,4,Divorced,81113,3,No,23,4,3,1,15,2,1,13,11,4,7,0,26-35
1414067,54,No,Travel_Rarely,Neurology,19,4,Medical,3,Male,3,3,Other,2,Married,112613,2,No,15,3,3,1,16,1,4,9,7,7,1,0,46-55
1285109,36,No,Travel_Rarely,Maternity,9,2,Medical,2,Male,2,2,Therapist,2,Divorced,92894,2,Yes,11,3,3,1,13,2,3,3,2,0,2,1,36-45
1699009,27,No,Travel_Rarely,Maternity,3,4,Medical,1,Male,2,1,Other,4,Single,21473,0,No,13,3,4,0,5,0,3,4,2,1,1,0,26-35
1547538,20,Yes,Travel_Rarely,Maternity,10,1,Medical,4,Male,3,1,Other,3,Single,10595,1,Yes,11,3,4,0,1,5,3,1,0,0,1,1,18-25
1712154,33,Yes,Travel_Frequently,Maternity,3,3,Life Sciences,1,Male,3,1,Other,1,Single,35154,1,Yes,11,3,1,0,10,3,3,10,8,9,7,1,26-35
1715015,35,No,Non-Travel,Maternity,3,3,Life Sciences,3,Male,2,1,Nurse,3,Married,13451,1,No,18,3,3,2,1,3,3,1,0,0,0,0,26-35
1344006,23,No,Travel_Rarely,Maternity,4,3,Medical,1,Male,4,1,Other,1,Married,29600,2,No,16,3,1,1,5,3,4,3,2,0,2,0,18-25
1136352,25,No,Travel_Rarely,Cardiology,8,3,Life Sciences,4,Male,4,2,Nurse,2,Married,50936,0,No,22,4,3,1,4,4,3,3,2,1,2,0,18-25
1767421,38,No,Travel_Rarely,Cardiology,7,4,Marketing,4,Female,2,2,Nurse,4,Single,42294,0,No,20,4,1,0,8,2,3,7,7,0,5,0,36-45
1196090,29,No,Travel_Frequently,Maternity,1,4,Life Sciences,2,Male,1,1,Other,4,Divorced,28560,1,No,18,3,4,1,10,5,3,10,7,2,8,0,26-35
1202761,48,No,Travel_Rarely,Cardiology,2,1,Marketing,2,Male,4,2,Nurse,2,Married,85260,3,No,12,3,4,0,12,3,3,2,2,2,2,0,46-55
1288214,27,No,Travel_Frequently,Cardiology,3,1,Medical,4,Female,4,2,Nurse,4,Divorced,48794,1,Yes,20,4,2,2,6,3,3,6,5,0,4,1,26-35
1510616,37,No,Travel_Rarely,Maternity,10,2,Life Sciences,4,Male,4,1,Other,4,Single,49140,3,No,17,3,1,0,4,2,3,1,0,0,0,0,36-45
1824855,50,No,Travel_Rarely,Maternity,28,1,Medical,4,Male,4,1,Nurse,3,Married,33821,1,Yes,11,3,3,3,20,3,3,20,8,3,8,1,46-55
1700617,34,No,Travel_Rarely,Maternity,9,3,Medical,4,Female,2,3,Nurse,2,Single,90521,1,No,14,3,2,0,9,3,4,8,7,7,7,0,26-35
1589131,24,No,Travel_Rarely,Cardiology,3,2,Life Sciences,1,Female,3,2,Nurse,3,Single,48059,9,No,14,3,1,0,4,3,3,2,2,2,0,0,18-25
1634766,39,No,Travel_Rarely,Maternity,2,4,Technical Degree,4,Female,2,2,Nurse,3,Single,47807,1,No,11,3,1,0,20,4,3,20,7,11,10,0,36-45
1248364,32,No,Travel_Rarely,Cardiology,10,3,Marketing,4,Male,3,2,Nurse,4,Single,56658,1,No,12,3,4,0,10,2,2,10,7,0,8,0,26-35
1844102,50,No,Travel_Frequently,Cardiology,8,2,Technical Degree,2,Male,3,2,Nurse,3,Married,71358,3,Yes,14,3,1,1,18,4,3,4,3,1,3,1,46-55
1180968,38,No,Travel_Rarely,Maternity,1,4,Life Sciences,2,Female,4,2,Nurse,4,Single,80063,0,No,13,3,3,0,10,4,2,9,7,1,8,0,36-45
1705991,27,No,Travel_Rarely,Neurology,1,2,Life Sciences,3,Female,3,3,Therapist,1,Married,77826,1,No,11,3,4,0,9,3,3,9,7,0,7,0,26-35
1533978,32,No,Travel_Rarely,Maternity,3,2,Life Sciences,3,Female,3,3,Administrative,4,Single,117170,3,No,15,3,4,0,10,6,3,7,7,7,7,0,26-35
1838364,47,No,Travel_Rarely,Cardiology,14,4,Marketing,4,Male,3,2,Nurse,1,Single,52080,2,No,12,3,4,0,20,2,3,7,7,1,7,0,46-55
1886378,40,No,Travel_Frequently,Cardiology,5,4,Life Sciences,4,Male,2,3,Nurse,1,Married,109988,5,Yes,21,4,3,1,20,2,3,18,13,1,12,1,36-45
1217160,53,No,Travel_Rarely,Maternity,7,3,Life Sciences,3,Male,4,4,Administrative,3,Married,155547,3,No,19,3,3,0,32,3,3,5,1,1,3,0,46-55
1494989,41,No,Travel_Rarely,Neurology,10,4,Human Resources,2,Male,2,5,Administrative,4,Divorced,200981,3,No,15,3,2,3,23,2,2,21,6,12,6,0,36-45
1180556,60,No,Travel_Rarely,Cardiology,16,4,Marketing,1,Male,3,2,Nurse,1,Single,56753,8,No,14,3,4,0,10,1,3,2,2,2,2,0,56-65
1271756,27,No,Travel_Frequently,Maternity,10,2,Life Sciences,4,Male,3,3,Therapist,1,Divorced,92327,1,No,21,4,3,2,9,4,2,9,7,1,7,0,26-35
1786662,41,No,Travel_Rarely,Neurology,1,3,Human Resources,4,Male,2,5,Administrative,3,Married,201485,1,No,12,3,2,1,22,3,3,22,7,2,10,0,36-45
1713058,50,No,Travel_Rarely,Cardiology,8,4,Marketing,4,Male,3,1,Other,2,Married,40688,7,No,15,3,4,1,4,2,3,2,2,2,2,0,46-55
1879624,28,Yes,Travel_Rarely,Maternity,1,2,Life Sciences,1,Female,1,1,Other,2,Single,23268,7,Yes,13,3,4,0,10,4,3,7,7,3,7,1,26-35
1530315,36,No,Non-Travel,Maternity,8,3,Life Sciences,1,Female,4,3,Administrative,1,Married,122987,9,No,14,3,1,1,10,2,3,8,7,0,5,0,36-45
1589247,38,No,Travel_Rarely,Neurology,1,3,Life Sciences,3,Female,3,3,Therapist,3,Single,82541,4,Yes,14,3,4,0,10,4,4,1,0,0,0,1,36-45
1347933,44,No,Non-Travel,Maternity,24,3,Medical,1,Male,1,1,Nurse,3,Single,38934,2,No,14,3,3,0,9,5,3,5,2,1,4,0,36-45
1031434,47,No,Travel_Frequently,Cardiology,3,3,Medical,4,Female,3,4,Nurse,3,Divorced,144585,9,Yes,12,3,4,2,28,2,2,22,2,11,13,1,46-55
1699255,30,No,Travel_Rarely,Cardiology,27,5,Marketing,3,Male,3,2,Nurse,4,Divorced,55692,7,No,23,4,4,1,10,2,2,8,7,7,7,0,26-35
1670081,29,No,Travel_Rarely,Cardiology,10,3,Life Sciences,3,Male,3,1,Other,3,Single,27741,1,No,11,3,3,0,1,6,3,1,0,0,0,0,26-35
1542367,42,Yes,Travel_Frequently,Maternity,19,3,Medical,3,Male,4,1,Other,3,Divorced,28970,6,Yes,12,3,4,0,7,2,3,2,2,2,2,1,36-45
1259211,43,No,Travel_Frequently,Cardiology,15,3,Life Sciences,4,Male,2,2,Nurse,4,Married,71442,3,No,18,3,3,1,7,5,3,2,2,2,2,0,36-45
1758544,34,No,Travel_Rarely,Maternity,8,2,Medical,2,Female,3,2,Nurse,3,Single,64491,3,No,11,3,4,0,10,2,3,5,1,4,3,0,26-35
1545288,23,No,Travel_Rarely,Maternity,9,1,Medical,2,Male,3,1,Nurse,1,Married,26250,1,No,14,3,4,1,5,2,4,4,3,0,2,0,18-25
1121259,39,No,Travel_Rarely,Neurology,3,3,Human Resources,3,Female,4,2,Other,2,Married,67085,9,No,15,3,3,1,12,3,1,8,3,3,6,0,36-45
1126307,56,No,Travel_Rarely,Maternity,9,3,Medical,3,Male,3,4,Nurse,4,Married,116582,7,No,11,3,3,0,30,1,2,10,7,1,1,0,56-65
1400061,40,No,Travel_Rarely,Maternity,2,1,Medical,4,Female,2,1,Other,4,Single,24591,0,Yes,20,4,4,0,5,2,2,4,2,2,3,1,36-45
1855799,27,No,Travel_Rarely,Maternity,7,3,Medical,4,Female,2,2,Nurse,1,Single,71516,8,No,19,3,1,0,9,2,1,7,6,0,7,0,26-35
1639147,29,No,Travel_Rarely,Cardiology,10,3,Marketing,4,Male,3,1,Other,2,Divorced,24119,1,No,14,3,4,2,2,2,3,2,2,2,2,0,26-35
1446990,53,No,Travel_Rarely,Maternity,6,3,Life Sciences,4,Male,3,2,Nurse,4,Single,25725,2,No,17,3,4,0,19,4,3,2,2,2,2,0,46-55
1446447,35,No,Non-Travel,Maternity,2,4,Life Sciences,4,Female,3,2,Nurse,1,Divorced,53477,2,No,11,3,1,1,16,2,4,1,0,0,0,0,26-35
1729159,32,No,Travel_Frequently,Maternity,24,4,Life Sciences,1,Male,3,2,Nurse,4,Married,55745,1,No,15,3,4,2,10,2,3,10,8,4,7,0,26-35
1808474,38,No,Travel_Rarely,Maternity,2,5,Medical,4,Male,3,1,Other,3,Married,32099,6,Yes,13,3,2,1,6,0,1,1,0,0,1,1,36-45
1254029,34,No,Travel_Rarely,Cardiology,8,5,Life Sciences,2,Female,3,2,Therapist,1,Divorced,53771,3,No,14,3,3,1,7,3,3,0,0,0,0,0,26-35
1581250,52,No,Travel_Rarely,Cardiology,3,4,Marketing,3,Male,2,4,Administrative,1,Married,176988,1,No,11,3,1,0,34,3,4,34,6,1,16,0,46-55
1269152,33,Yes,Travel_Rarely,Maternity,1,4,Other,4,Male,3,1,Other,4,Single,28203,1,Yes,13,3,3,0,10,2,2,10,9,7,8,1,26-35
1615430,25,No,Travel_Rarely,Cardiology,26,1,Medical,3,Female,3,2,Nurse,4,Single,64890,1,No,23,4,2,0,6,5,2,6,5,1,4,0,18-25
1186983,45,No,Travel_Rarely,Cardiology,2,2,Technical Degree,2,Male,1,2,Other,3,Single,69636,0,No,13,3,1,0,9,3,3,8,7,3,1,0,36-45
1570791,23,No,Travel_Rarely,Maternity,10,1,Medical,1,Male,4,1,Other,3,Single,36803,1,No,18,3,4,0,2,3,3,2,2,0,2,0,18-25
1052229,47,Yes,Travel_Frequently,Cardiology,27,2,Life Sciences,2,Female,4,2,Nurse,3,Single,67169,4,Yes,12,3,4,0,8,2,3,5,4,1,3,1,46-55
1551168,34,No,Travel_Rarely,Cardiology,2,3,Other,4,Male,3,2,Nurse,4,Single,65877,1,No,22,4,3,0,6,5,3,6,5,1,4,0,26-35
1699666,55,Yes,Travel_Rarely,Neurology,2,3,Medical,4,Male,3,5,Other,1,Married,208520,5,Yes,13,3,4,1,24,2,3,5,2,1,4,1,46-55
1521095,36,No,Non-Travel,Cardiology,8,4,Life Sciences,1,Male,2,3,Nurse,1,Single,79664,1,No,15,3,2,0,10,1,3,10,7,0,9,0,36-45
1224712,52,No,Non-Travel,Maternity,19,4,Medical,4,Male,3,1,Other,4,Married,44709,0,No,18,3,1,1,5,3,3,4,3,1,2,0,46-55
1238998,26,No,Travel_Frequently,Maternity,1,2,Life Sciences,1,Female,1,1,Nurse,4,Divorced,45822,3,No,14,3,1,1,5,2,3,2,2,2,0,0,26-35
1541532,29,No,Travel_Rarely,Maternity,27,3,Medical,2,Female,3,2,Nurse,3,Married,45518,4,No,12,3,1,1,11,3,2,8,7,1,1,0,26-35
1152345,26,Yes,Travel_Rarely,Cardiology,8,3,Technical Degree,4,Male,2,2,Nurse,1,Single,55923,6,No,17,3,3,0,6,2,2,4,3,1,2,0,26-35
1830116,34,No,Travel_Rarely,Maternity,1,4,Life Sciences,2,Female,4,1,Other,4,Single,34440,2,No,16,3,3,0,10,2,3,4,2,1,3,0,26-35
1755563,54,No,Travel_Rarely,Maternity,19,4,Medical,4,Female,3,2,Therapist,1,Divorced,57593,9,Yes,11,3,2,2,9,4,3,5,3,1,4,1,46-55
1660820,27,No,Travel_Frequently,Cardiology,8,1,Marketing,3,Male,3,2,Nurse,4,Married,45591,0,No,19,3,2,1,5,3,3,4,2,1,1,0,26-35
1150067,37,No,Travel_Rarely,Maternity,10,1,Life Sciences,4,Female,3,1,Other,1,Divorced,29211,0,Yes,13,3,2,2,6,3,2,5,3,4,3,1,36-45
1862559,38,No,Travel_Frequently,Neurology,2,4,Life Sciences,1,Female,4,2,Therapist,1,Single,62790,6,Yes,12,3,4,0,17,2,3,15,7,4,12,1,36-45
1107380,34,No,Travel_Rarely,Maternity,2,4,Medical,3,Female,2,1,Other,1,Single,46001,1,No,11,3,3,0,6,3,3,6,5,1,3,0,26-35
1734641,35,No,Travel_Rarely,Cardiology,8,4,Life Sciences,1,Female,3,1,Other,4,Married,27006,1,No,16,3,2,1,3,1,2,3,2,0,2,0,26-35
1298935,30,No,Travel_Rarely,Maternity,1,3,Life Sciences,4,Male,1,1,Nurse,3,Married,40247,3,No,21,4,3,2,7,2,3,2,2,0,2,0,26-35
1025177,40,No,Travel_Frequently,Maternity,2,2,Medical,3,Female,4,2,Nurse,2,Married,44562,1,No,24,4,4,1,8,2,3,8,7,3,7,0,36-45
1546242,34,No,Travel_Rarely,Cardiology,8,2,Life Sciences,3,Female,3,2,Nurse,1,Married,68250,5,No,17,3,2,1,6,1,3,3,2,1,2,0,26-35
1288565,42,No,Travel_Frequently,Neurology,8,3,Life Sciences,2,Male,3,5,Other,4,Divorced,193515,1,No,13,3,2,1,24,4,2,24,7,14,9,0,36-45
1572087,23,Yes,Travel_Rarely,Maternity,6,3,Life Sciences,3,Male,4,1,Nurse,1,Married,16811,1,Yes,21,4,3,2,1,2,3,0,0,0,0,1,18-25
1451315,24,No,Non-Travel,Maternity,9,3,Life Sciences,3,Male,2,1,Nurse,2,Divorced,28287,1,No,11,3,3,3,1,4,3,1,0,0,0,0,18-25
1755899,52,No,Travel_Rarely,Maternity,11,4,Life Sciences,4,Female,3,2,Nurse,3,Married,33065,8,No,20,4,2,1,9,3,3,5,2,1,4,0,46-55
1330421,50,No,Travel_Rarely,Maternity,2,3,Medical,3,Male,3,4,Administrative,3,Married,185210,5,No,16,3,4,0,30,3,3,4,3,0,3,0,46-55
1187355,29,Yes,Travel_Rarely,Maternity,1,2,Life Sciences,2,Female,2,1,Nurse,1,Married,24350,1,Yes,11,3,4,1,1,1,3,1,0,0,0,1,26-35
1297416,33,No,Travel_Rarely,Maternity,7,3,Medical,3,Male,3,3,Administrative,3,Married,122756,0,No,11,3,4,0,14,3,4,13,9,3,7,0,26-35
1161558,33,Yes,Travel_Rarely,Cardiology,16,3,Marketing,1,Female,3,2,Nurse,1,Single,55902,5,No,15,3,3,0,6,3,3,3,2,0,2,0,26-35
1069822,47,No,Travel_Rarely,Neurology,2,2,Other,3,Female,3,4,Other,4,Married,175896,1,Yes,11,3,3,1,26,3,2,26,14,3,0,1,46-55
